blank,ask_code,topic,en,ko,ru,zh,mn,zh_py,note
,vf114,vf3,bean pod,콩꼬투리,бобовый стручок,豆角,буурцагны хальс,dou4 jiao3 ,
,vf115,vf3,vegetables and gourds,박과 식물(총칭),тыквенные культуры,瓜(瓜果的+),гуа,gua1 (gua1 guo3 de +),
,vf116,vf2,pumpkin,호박(채소의 일종),тыква,南瓜,хулуу,nan2 gua1 ,
,vf117,vf2,cucumber,오이,огурец,黄瓜,өргөст хэмх,huang2 gua ,
,vf118,vf2,watermelon,수박,арбуз,西瓜,тарвас шийгуа,xi1 gua1,
,vf119,vf2,eggplant,가지(채소의 일종),баклажан,茄子,цээс,qie2 zi,
,vf120,vf1,beans,콩,бобы,大豆/黄豆,буурцаг,da4 dou4/huang2 dou4,
,vf121,vf3,red-bean,팥,красные бобы,红豆,улаан буурцаг,hong2 dou4 ,
,vf122,vf1,green onion,파,зелёный лук,葱(大葱的+),сонгино,cong1 (da4 cong1 de +),
,vf123,vf2,wild onion,야생 파,дикорастущий зелёный лук,野葱,хөмүүл,ye3 cong1 ,
,vf124,vf1,garlic,마늘,чеснок,蒜(大蒜的+),сармис,suan4 (da4 suan4 de +),
,vf125,vf3,ginger,생강,имбирь,姜(生姜的+),цагаан гаа,jiang1 (sheng1 jiang1 de +),
,vf126,vf2,red pepper,고추,красный перец,辣椒,чинжүү,la4 jiao1 ,
,vf127,vf2,fruit,과일,фрукты,水果,жимс,shui3 guo3 ,
,vf128,vf2,apple,사과,яблоко,苹果,алим,ping2 guo3,
,vf129,vf2,(type of strawberry),딸기류의 열매,ягоды,,жимсгэнэ,,
,vf130,vf3,strawberry,딸기,клубника,草莓,гүзээлзгэнэ,cao3 mei2,
,vf131,vf2,plum,자두,слива,李子,чавга лис,li3 zi,
,vf132,vf2,apricot,살구,абрикос,杏(杏子的+),гүйлс,xing4 (xing4 zi de +),
,vf133,vf2,peach,복숭아,персик,桃子,тоор,tao2 zi,
,vf134,vf2,persimmon,감,хурма,柿子(黄色的大柿子),илжгэн чих,shi4 zi (huang2 se4 de da4 shi4 zi),
,vf135,vf3,grape,포도,виноград,葡萄,усан үзэм,pu2 tao2 ,
,vf136,vf3,cherry,체리,вишня,樱桃,алирс,ying1 tao2,
,vf137,vf3,(type of fruit),팥배나무 열매,,山丁子,,shan1 ding1 zi,
,vf138,vf3,bear fruit(v),열리다(열매가+),завязаться (Яблоки уже завязались.),结(+果实),үр жимс дэлгэрэх,jie2 (+guo3 shi2),
,vf139,vf3,bear fruit(v),열매를 맺다,"плодоносить, приносить плоды",结果实,жимслэх,jie2 guo3 shi2,
,vf140,vf3,chaff,겨(고운+),мелкая мякина,细糠,тарианы аага,xi4 kang1 ,
,vf141,vf3,chaff,겨(굵은+),"мякина, отруби",粗糠,тарианы хэвэг,cu1 kang1 ,
,vf143,vf3,tableware,식기/그릇,посуда,餐具,сав суулга,can1 ju4 ,
,vf144,vf3,"plate, dish",접시,тарелка,盘子／碟子,таваг,pan2 zi /die2 zi,
,vf145,vf3,tray,쟁반,поднос,托盘,цар,tuo1 pan2,
,vf146,vf3,glass/cup,잔,,杯子,аяга,bei1 zi,
,vf147,vf3,teacup,찻잔,чашка,茶碗,цайны аяга,cha2 wan3 ,
,vf148,vf3,"cup, glass",유리컵,стакан,玻璃杯,шилэн аяга,bo1 li bei1 ,
,vf149,vf3,wine cup,술잔(발이 달린),бокал,酒杯,хундага,jiu3 bei1 ,
,vf150,vf1,bottle,병(甁),бутылка,瓶子,лонх,ping2 zi,
,vf151,vf3,decanter,물병,графин,水瓶,усны лонх,shui3 ping2 ,
,vf152,vf3,"jar, pot",주전자,чайник,壶(水壶的+),данх,hu2 (shui3 hu2 de +),
,vf153,vf3,bowl,사발,миска,碗(饭碗的+),шаазан аяга,wan3 (fan4 wan3 de +),
,vf154,vf1,jar,단지,горшок,坛子,шавар ваар,tan2 zi,
,vf155,vf3,jar,항아리,кувшин,缸(水缸的+),ваар,gang1 (shui3 gang1 de +),
,vf179,vf3,,독(항아리),чан (глиняный),瓮(酒瓮的+),,weng4(jiu3 weng4 de +),
,vf156,vf3,tin,깡통/작은 유리병,банка,罐头,лааз,guan4 tou,
,vf157,vf3,earthenware,도자기,керамика,陶瓷器,вааран эдлэл,tao2 ci2 qi4 ,
,vf158,vf3,porcelain,자기,фарфор,瓷器,шаазан эдлэл,ci2 qi4,
,vf159,vf3,mortar,절구,ступка,"臼(淘东西用的+)

",уур нүдүүр,jiu4 (tao2 dong1 xi yong4 de +),
,vf160,vf3,cleaver,부엌칼,кухонный нож,菜刀,хянгар хутга (гал тогооны хутга),cai4 dao1 ,
,vf161,vf1,chopsticks,젓가락,палочки (для еды),筷子,савх,kuai4 zi,
,vf162,vf1,spoon,숟가락,ложка,勺儿/匙,халбага,shao2r /chi2 ,
,vf163,vf3,dipper,국자,половник,勺子,шанага,shao2 zi,
,vf164,vf3,frying-pan,프라이팬,сковорода,铁勺,хайруулын таваг,tie3 shao2 ,
,vf165,vf1,kettle,솥,котёл,锅子,тогоо,guo1 zi,
,vf166,vf1,hanging kettle,매다는 솥,подвесной котёл,吊锅,өлгөх тогоо,diao4 guo1 ,
,vf167,vf3,cauldron,가마솥,большой котёл,大锅,хонин тогоо,da4 guo1 ,
,vf168,vf1,pot,냄비,кастрюля,锅(做饭用的+),дорвого,guo1 (zuo4 fan4 yong4 de +),
,vf169,vf1,cover,뚜껑,крышка (напр. котла),盖子,таг халив,gai4 zi ,
,vf170,vf3,birchbark case,백화수 통(자작나무 껍질로 만든 통),берестяной туес,桦皮桶,үйсэн түүс (үйсээр хийсэн сав),hua4 pi2 tong3 ,
,vf171,vf3,dish towel,행주,кухонное полотенце,抹布(洗碗的抹布的+),аяганы алчуур,ma2 bu4 (xi3 wan3 de ma2 bu4 de +),
,vf172,vf3,"draw, ladle, drain",담다(밥을 용기에+),накладывать (рис в плошку),盛(盛饭的+),хийх,cheng2 (cheng2 fan4 de +),
,vf173,vf3,dip up,뜨다(국/물을+),наливать (напр. суп половником),舀/打(舀水的+),утгах,yao3 /da3(yao3 shui3 de +) ,
,vf174,vf3,pour,따르다(술을+),наливать (напр. напитки),倒(倒酒的+),юүлэх,dao4 (dao4 jiu3 de +) ,
,vf142,vf3,poison,독(毒),яд,毒(毒药的+),хор,du2 (du2 yao4 de +),
,vf175,vf3,cooking fireplace,부뚜막,кухонный очаг,灶台,гал тогооны зуух,zao4 tai2 ,
,vh001,vh3,"living thing, creature",생물,живое существо,生物,амьд бодис,sheng1 wu4 ,
,vh002,vh2,animal,동물,животное,动物,амьтан,dong4 wu4 ,
,vh003,vh2,beasts,야수,дикий зверь,野兽,адгуусан амьтан,ye3 shou4 ,
,vh004,vh2,male (animal),수컷,самец,公／雄(公牛的+),эрэгчин,gong1 /xiong2 (gong1 niu2 de +),
,vh005,vh2,female (animal),암컷,самка,母／雌(母牛的+),эмэгчин,mu3 /ci2 (mu3 niu2 de +),
,vh006,vh1,bear,곰,медведь,熊(大黑熊的+),баавгай,xiong2 (da4 hei1 xiong2 de +),
,vh007,vh1,wolf,이리/늑대,волк,狼(野狼的+),чоно,lang2 (ye3 lang2 de +),
,vh008,vh1,fox,여우,лиса,狐狸,үнэг,hu2 li,
,vh009,vh1,lynx,스라소니,рысь,猞猁,шилүүс,she1 li4 ,
,vh010,vh2,otter,수달,выдра,水獭,халиу,shui3 ta3 ,
,vh058,vh2,beaver,비버,бобр,河狸,минж,he2 li2,
,vh011,vh2,badger,오소리,барсук,獾子,дорго,huan1 zi,
,vh012,vh2,wildcat,살쾡이,дикая кошка,山猫,мануул,shan1 mao1 ,
,vh013,vh1,roe deer,노루,косуля,獐子,бор гөрөөс,zhang1 zi,
,vh014,vh1,water deer,고라니,водяной олень,狍子,тураг буга,pao2 zi,
,vh015,vh3,dzeren,황양(영양의 일종),дзерен,黄羊,зээр,huang2 yang2 ,
,vh016,vh2,antelope,영양(羊),антилопа,羚羊,бух гөрөөс,ling2 yang2 ,
,vh017,vh2,squirrel,다람쥐,бурундук,松鼠,"зурам
",song1 shu3 ,
,vh018,vh2,chipmunk,청설모,белка,灰鼠,"хэрэм
",hui1 shu3,
,vh056,vh2,squirrel,들다람쥐,,第松鼠,,di4 song1 shu3,
,vh057,vh2,flying squirrel,날다람쥐,белка-летяга,鼯鼠,,wu2 shu3,
,vh019,vh1,weasel,족제비,хорёк,黄鼠狼,солонго,huang2 shu3 lang2 ,
,vh064,vh1,Siberian weasel,시베리아 족제비,колонок,,,,
,vh020,vh2,(kind of weasel),땅족제비,,艾虎,,ai4 hu3 ,
,vh021,vh2,mole (animal),두더지,крот,田鼠,сохор номин,tian2 shu3,
,vh022,vh2,"badger, raccoon dog",너구리,росомаха,貉子,элбэнх,hao2 zi,
,vh023,vh1,wild bore,멧돼지,кабан,野猪,бодон гахай,ye3 zhu1 ,
,vh024,vh1,deer,사슴,олень,鹿(梅花鹿的+),буга,lu4 (mei2 hua1 lu4 de +),
,vh025,vh1,stag (n. deer),수사슴,олень (самец),公鹿(公鹿母鹿的+),дайр,gong1 lu4 (gong1 lu4 mu3 lu4 de +),
,vh026,vh1,doe (n. deer),암사슴,олень (самка),母鹿,согоо марал,mu3 lu4,
,vh028,vh1,reindeer,순록,северный олень,驯鹿,цаа буга,xun4 lu4 ,
,vh065,vh1,Manchurian wapiti,만주 사슴,изюбрь,,,,
,vh027,vh2,moose,타록(말코손바닥사슴) ,лось,驼鹿,хандгай,tuo2 lu4 ,
,vh059,vh3,red deer,마록,марал,马鹿,халиун буга,마록,
,vh060,vh1,musk deer,사향 노루,кабарга,麝/香獐子,хүдэр,she4 /xiang1zhang1zi,
,vh061,vh1,marmot,타르바가,тарбаган,,тарвага,,
,vh029,vh1,deerskin,사슴가죽,оленья шкура,鹿皮,бугын арьс,lu4 pi2 ,
,vh030,vh1,"trace, footmark",발자국,след ноги,足迹/脚印,ул мөр,zu2 ji4/jiao3 yin4,
,vh031,vh1,hunt,사냥하다,охотиться,打猎/狩猎,агнах,da3 lie4 /shou4 lie4,
,vh032,vh3,hunting ,사냥,охота,打猎,ан агнуур,da3 lie4 ,
,vh033,vh1,shoot,쏘다/사격하다,стрелять,射(+箭/+枪),буудах,she4 (+jian4 /+ qiang1),
,vh034,vh1,shoot an arrow,활쏘다,стрелять из лука,射箭,нум сум харвах,she4 jian4,
,vh035,vh1,hunting knife,사냥용 칼,охотничий нож,猎刀,ан гөрөөний хутга,lie4 dao1 ,
,vh036,vh1,"booty, game",수렵물,охотничья добыча,猎物,ан амьтан,lie4 wu4 ,
,vh037,vh1,chase,추격하다(동물을+),преследовать (животного),追踪(+猎物),мөшгих,zhui1 zong1 (+ lie4 wu4),
,vh038,vh3,bull with one horn,외뿔 소,бык с одним рогом,独角牛,солжир эвэртэй үхэр,du2 jiao3 niu2 ,
,vh039,vh3,bull with crooked horn,뿔 비뚤어진 소,бык с кривым рогом,歪角牛,хазгай эвэртэй үхэр,wai1 jiao3 niu2 ,
,vh040,vh1,trap,덫,ловушка,猎套,хавх,lie4 tao4 ,
,vh041,vh1,hare,토끼(산+),заяц,兔子,туулай,tu4 zi,
,vh042,vh3,dragon,용,дракон,龙(动物的+),луу,long2 (dong4 wu4 de +),
,vh043,vh3,elephant,코끼리,слон,大象,заан,da4 xiang4 ,
,vh044,vh3,ivory,상아,слоновая кость,象牙,зааны соёо,xiang4 ya2 ,
,vh045,vh3,lion,사자,лев,狮子(狮子老虎的+),арслан,shi1 zi (shi1 zi lao3 hu3 de +),
,vh046,vh1,tiger,호랑이,тигр,老虎,бар,lao3 hu3 ,
,vh047,vh3,leopard,표범,леопард,豹子(动物的+),ирвэс,bao4 zi (dong4 wu4 de +),
,vh048,vh3,monkey,원숭이,обезьяна,猴子,сармагчин,hou2 zi,
,vh049,vh1,marten,담비,куница,貂,булга,diao1,
,vh062,vh1,,흑담비,соболь,黑貂,,hei1 diao1,
,vh063,vh1,"ermine, stoat",흰 담비,горностай,,,,
,vh050,vh3,hedgehog,고슴도치,ёж,刺猥,зараа,ci4 wei,
,vh051,vh1,rat,쥐,крыса,老鼠,хулгана,lao3 shu3 ,
,vh052,vh3,mouse,생쥐,мышь,小老鼠,гэрийн хулгана,xiao3 lao3 shu3,
,vh053,vh3,gnaw,갉아먹다,грызть,啃(啃骨头的+),мэрж идэх,ken3 (ken3 gu3 tou de +),
,vh054,vh3,gnaw through,쏠다(쥐가+),прогрызать,打洞,мэрэх,da3 dong4,
,vh055,vh3,bat,박쥐,летучая мышь,蝙蝠,сарьсан багваахай,bian1 fu2 ,
,vk001,vk1,domestic animal,가축,домашний скот,家畜,мал,jia1 chu4 ,
,vk002,vk1,horse,말(馬),лошадь,马(骑马的+),морь,ma3 (qi2 ma3 de +),
,vk003,vk2,stallion,수말,конь (самец),公马,эр морь,gong1 ma3 ,
,vk004,vk2,mare,암말,кобыла,母马,гүү,mu3 ma3 ,
,vk005,vk1,,종마,жеребец,种马,азарга,zhong3 ma3,
,vk006,vk2,"gelding, castrated horse",거세마,мерин,去势马/骟马,агталсан морь,qu4 shi4 ma3 /shan4 ma3 ,
,vk007,vk2,riding horse,승용마,верховая лошадь,乘用马,уналганы морь,cheng2 yong4 ma3,
,vk008,vk2,foal,망아지,жеребёнок,马驹子,унага,ma3 ju1 zi,
,vk009,vk2,herd of horses,말떼,табун лошадей,马群,адуун сүрэг,ma3 qun2 ,
,vk010,vk2,mane,갈기,грива,鬃毛,дэл,zong1 mao2 ,
,vk011,vk1,tail,꼬리,хвост,尾巴,сүүл,wei3 ba,
,vk012,vk2,brand,낙인,клеймо (напр. на лошадей) ,马印(记号),тамга,ma3 yin4 (ji4 hao4),
,vk013,vk2,hoof,발굽,копыто,蹄子(马蹄子的+),туурай,ti2 zi (ma3 ti2 zi de +),
,vk014,vk2,paw,발(짐승의+),лапа,爪子(动物的+),хөл,zhua3 zi (dong4 wu4 de+ ),
,vk015,vk2,claw,발톱(짐승의+),коготь,爪指甲(动物的+),амьтны савар,zhao3 zhi jia (dong4 wu4 de+ ),
,vk016,vk2,breast (animal),유방(짐승의+),вымя,乳房(动物的+),дэлэн,ru3 fang2 (dong4 wu4 de+),
,vk017,vk1,ride,타고가다(말을+),ехать (верхом на лошади),骑(骑马的+),морь унаад явах,qi2 (qi2 ma3 de +),
,vk018,vk1,circle,우리(가축의+),загон,圈(羊圈的+),хот хороо,juan4 (yang2 juan4 de +),
,vk019,vk2,cellar/pit,움(야생동물의+),нора (диких зверей),窝(野生动物的+),нүхэн зоорь,wo1 (ye3 sheng1 dong4 wu4 de+ ),
,vk020,vk2,"stable, cowshed",마구간/외양간,,牲口棚,,sheng1 kou peng2,
,vk061,vk2,"stable, cowshed",마구간,конюшня,马棚,(морины) жүчээ,ma3 peng2,
,vk062,vk2,"stable, cowshed",외양간,хлев,牛棚,(үхрийн) саравч,niu2 peng2,
,vk021,vk2,"ass, donkey",당나귀,осёл,驴(毛驴的+),илжиг,lv2 (mao2 lv2 de +),
,vk022,vk2,mule,노새,мул,骡子,луус,luo2 zi,
,vk023,vk1,cattle,소,корова,牛(黄牛的+),үхэр,niu2 (huang2 niu2 de +),
,vk024,vk2,ox,거세우,кастрированный бык,犍牛,шар богтолсон үхэр,jian1 niu2 ,
,vk025,vk2,bull,황소,бык,黄牛,шар үхэр,huang2 niu2,
,vk026,vk2,cow,암소,корова (самка),母牛,үнээ,mu3 niu2 ,
,vk027,vk2,(seed) bull,종자 소,бык-производитель,种牛,бух,zhong3 niu2 ,
,vk028,vk2,calf,송아지,телёнок,牛犊,тугал,niu2 du2 ,
,vk029,vk3,milch cow,젖소,дойная корова,奶牛,саалийн үнээ,nai3 niu2 ,
,vk030,vk1,sheep,면양,овца,绵羊,хонь,mian2 yang2 ,
,vk031,vk3,ram,숫양,баран,公绵羊,эр хонь,gong1 mian2 yang2 ,
,vk063,vk3,ewe,암양,овца (самка),雌羊/母羊,эм хонь,ci2 yang2 /mu3 yang2,
,vk032,vk3,tupping ram,종자 면양,баран-производитель,种绵羊,хуц,zhong3 mian2 yang2 ,
,vk033,vk3,lamb,새끼 면양,ягнёнок,绵羊羔,хурга,mian2 yang2 gao1 ,
,vk034,vk1,goat,염소,коза,山羊,ямаа,shan1 yang2 ,
,vk035,vk3,goat (male),숫염소,козёл,公山羊,эр ямаа,gong1 shan1 yang2 ,
,vk064,vk3,goat (female),암염소,коза (самка),雌山羊/母山羊,эм ямаа,ci2 shan1 yang2 /mu3 shan1 yang2,
,vk036,vk3,billy goat,종자 염소,козёл-производитель,种山羊,ухна,zhong3 shan1 yang2 ,
,vk037,vk3,kid,새끼 염소,козлёнок,山羊羔,ишиг,shan1 yang2 gao1 ,
,vk038,vk3,camel,낙타,верблюд,骆驼,тэмээ,luo4 tuo ,
,vk039,vk3,male camel,수낙타,верблюд (самец),公驼,эр тэмээ,gong1 tuo2 ,
,vk040,vk3,female camel,암낙타,верблюд (самка),母驼,ингэ,mu3 tuo2 ,
,vk041,vk3,bull camel,종자 낙타,верблюд-производитель,种驼,буур,zhong3 tuo2,
,vk042,vk3,yong camel,새끼 낙타,верблюжонок,驼羔,ботго,tuo2 gao1 ,
,vk043,vk1,pig,돼지,свинья,猪(猪肉的+),гахай,zhu1 (zhu1 rou4 de +),
,vk044,vk1,dog,개,собака,狗(小狗的+),нохой,gou3 (xiao3 gou3 de +),
,vk065,vk3,puppy,강아지,щенок,小狗,гөлөг,xiao3 gou3,
,vk045,vk1,cat,고양이,кошка,猫(小花猫的+),муур,mao1 (xiao3 hua1 mao1 de +),
,vk046,vk3,breed,기르다(짐승을+),разводить (животных),饲养,тэжээх,si4 yang3 ,
,vk047,vk3,grow (animate thing),키우다/재배하다(식물을+),выращивать,栽培(+植物),ургуулах,zai1 pei2 (+ zhi2 wu4),
,vk048,vk1,feed,먹이다,кормить,喂(喂东西吃的+),идүүлэх,wei4 (wei4 dong1 xi chi1 de +),
,vk049,vk3,wither,건초,сухая трава,枯草,хатсан өвс,ku1 cao3 ,
,vk050,vk3,bud of a grass,풀의 싹,росток травы,草秧/草芽,нахиа,cao3 yang1 /cao3 ya2,
,vk051,vk1,prey,사료,корм,饲料,малын тэжээл,si4 liao4 ,
,vk052,vk1,hay,꼴(草),фураж,干草,хадлан,gan1 cao3 ,
,vk053,vk3,grazing,방목하다,пасти,放牧,бэлчээрлүүлэх,fang4 mu4 ,
,vk054,vk3,feed on grass,먹다(풀을+),есть траву,吃(吃草的+),бэлчих,chi1 (chi1 cao3 de +),
,vk055,vk1,"herd, flock",떼/무리,стадо,群(一群羊的+),сүрэг,qun2 (yi4 qun2 yang2 de +),
,vk056,vk3,concieve,수태하다(동물이+),вынашивать детёныша (животное),怀胎(牲畜),хээл авах,huai2 tai1 (sheng1 chu4),
,vk057,vk1,young,새끼,детёныш,崽儿(下崽儿的+),төл/зулзага,zai3r (xia4 zai3r de +),
,vk058,vk1,horn,뿔,рог,角(动物头上的+),эвэр,jiao3 (dong4 wu4 tou2 shang de +),
,vk059,vk1,"fur, wool",털(동물의+),шерсть,毛(动物身上的+),үс,mao2 (dong4 wu4 shen1 shang de +),
,vk060,vk3,dung,똥(동물의+),помёт,粪(动物的),баас,fen4 (dong4 wu4 de ),
,vo001,vo1,chicken,닭,курица,鸡(公鸡的+),тахиа,ji1 (gong1 ji1 de +),
,vo002,vo2,cock,수탉,петух,公鸡(大公鸡的+),азарган тахиа,gong1 ji1 (da4 gong1 ji1 de +),
,vo003,vo3,hen,암탉,курица (самка),母鸡,эм тахиа,mu3 ji1 ,
,vo004,vo3,chick,병아리,цыплёнок,鸡崽儿,дэгдээхэй,ji1 zai3r ,
,vo005,vo1,bird,새,птица,鸟(小鸟儿的+),шувуу,niao3 (xiao3 niao3r de +),
,vo006,vo3,chick,새끼 새,птенец,小鸟儿,ангаахай,xiao3 niao3r,
,vo007,vo3,crane,학/두루미,журавль,鹤(丹顶鹤的+),тогоруу,he4 (dan1 ding3 he4 de +),
,vo008,vo3,wild geese,기러기,дикий гусь,雁(大雁的+),галуу,yan4 (da4 yan4 de +),
,vo009,vo1,pheasant,꿩,фазан,野鸡,гургуул,ye3 ji1 ,
,vo010,vo3,duck,오리,утка,鸭子,нугас,ya1 zi,
,vo011,vo3,wild duck,물오리,дикая утка,野鸭,зэрлэг нугас,ye3 ya1 ,
,vo012,vo3,duck,집오리,домашняя утка,家鸭,тэжээвэр нугас,jia1 ya1 ,
,vo013,vo3,goose,거위,гусь,鹅(大鹅的+),галуу,e2 (da4 e2 de +),
,vo014,vo3,crow,까마귀,ворона,乌鸦,хар хэрээ,wu1 ya1 ,
,vo015,vo3,,갈까마귀,ворон,燕乌,алагтуу,yan4 wu1 ,
,vo016,vo3,eagle,독수리,орёл,雕(大雕的+),бүргэд,diao1 (da4 diao1 de +),
,vo017,vo3,woodpecker,딱따구리,дятел,啄木鸟,тоншуул,zhuo2 mu4 niao3 ,
,vo018,vo3,horned owl,부엉이,филин,猫头鹰,шар шувуу,mao1 tou2 ying1 ,
,vo031,vo3,owl,올빼미,сова,鸱鸮,ууль,chi1 xiao1,
,vo019,vo3,sparrow,참새,воробей,麻雀,бор шувуу,ma2 que4 ,
,vo020,vo3,swallow,제비(燕),ласточка,燕子,хараацай,yan4 zi,
,vo021,vo3,swan,백조,лебедь,天鹅,хун,tian1 e2 ,
,vo022,vo3,dove,비둘기,голубь,鸽子,тагтаа,ge1 zi,
,vo023,vo1,hawk,매,ястреб,老鹰,харцага,lao3 ying1 ,
,vo032,vo1,Siberian peregrine falcon,송골매(매사냥에 쓰이는),сокол,游隼/雕,шонхор,you2 sun3/diao1,
,vo024,vo3,magpie,까치,сорока,喜鹊,шаазгай,xi3 que,
,vo025,vo3,cuckoo,두견새/뻐꾸기,кукушка,杜鹃鸟/布谷鸟,хөхөө,du4 juan1 niao3 /bu4 gu3 niao3,
,vo033,vo3,Ussurian black-cock,멧닭,глухарь,棒鸡,хур шувуу,bang4 ji1,
,vo026,vo1,wing,날개,крыло,翅膀,жигүүр,chi4 bang3 ,
,vo027,vo3,feather,깃털,перо (птичье),羽毛,өд,yu3 mao2 ,
,vo028,vo3,tail feather,꼬리 깃털,хвостовые перья,尾羽(尾巴上的羽毛),сүүлний ɵд,wei3 yu3 (wei3 ba shang4 de yu3 mao2),
,vo029,vo3,beak,부리,клюв,嘴(鸟儿的+),шувууны хошуу,zui3 (niao3r de +),
,vo030,vo1,nest,둥지,гнездо,巢(鸟巢的+),шувууны үүр,chao2 (niao3 chao2 de+ ),
,vi001,vi1,fish,물고기,рыба,鱼(金鱼的+),загас,yu2 (jin1 yu2 de +),
,vi002,vi2,small fish bones,가시(물고기의+),мелкие рыбьи кости,鱼刺,загасны яс,yu2 ci4 ,
,vi019,vi1,halibut,넙치의 일종,палтус,,,,
,vi003,vi2,whale,고래,кит,鲸鱼,халим,jing1 yu2 ,
,vi004,vi2,carp,잉어,"сазан, карп",鲤鱼,булуу цагаан загас,li3 yu2 ,
,vi005,vi2,crucian carp,붕어,карась,鲫鱼,хэлтэг загас,ji4 yu2 ,
,vi006,vi2,catfish,메기,сом,鲶鱼,цулбуурт загас,nian2 yu2 ,
,vi007,vi2,angler (fish),아귀,морской чёрт,老头鱼,,lao3 tou2 yu2 ,
,vi008,vi2,pickerel,창꼬치,щука,狗鱼,,gou3 yu2 ,
,vi009,vi2,(type of fish),철라어,,哲罗鱼,,zhe2 luo2 yu2 ,
,vi010,vi2,(type of fish),세린어,,细鳞鱼,,xi4 lin2 yu2 ,
,vi011,vi2,(type of fish),유근어,,柳根鱼,,liu3 gen1 yu2 ,
,vi012,vi2,clam,조개,раковина,贝(贝壳的+),дун хясаа,bei4 (bei4 ke2 de +),
,vi013,vi2,shrimp,새우,креветка,虾(龙虾的+),сам хорхой,xia1 (long2 xia1 de +),
,vi014,vi2,crab,게,краб,螃蟹,наймалж,pang2 xie4,
,vi015,vi2,lobster,가재,рак,刺蛄,хавч,ci4 gu1,
,vi016,vi2,fin,지느러미,плавник,鳍(鱼鳍的+),загасны живэр,qi2 (yu2 qi2 de +),
,vi017,vi2,gills,아가미,жабры,鱼鳃,загасны загалмай,yu2 sai1 ,
,vi018,vi2,scale,비늘,чешуя,鱼鳞,хайрс,yu2 lin2 ,
,ve001,ve1,worm,벌레,червяк,虫(虫子的+),хорхой,chong2 (chong2 zi de +),
,ve002,ve3,insect,곤충,насекомое,昆虫,шавьж,kun1 chong2,
,ve003,ve2,honeybee,꿀벌/벌,пчела,蜜蜂/蜂,зөгий,mi4 feng1 ,
,ve004,ve3,wasp,땅벌,оса,土蜂,шар зөгий,tu3 feng1,
,ve005,ve3,butterfly,나비,бабочка,蝴蝶,эрвээхэй,hu2 die2 ,
,ve006,ve1,ant,개미,муравей,蚂蚁,шоргоолж,ma3 yi3 ,
,ve007,ve3,spider,거미,паук,蜘蛛,аалз,zhi1 zhu1 ,
,ve008,ve3,fly,파리,муха,苍蝇,ялаа,cang1 ying,
,ve009,ve1,mosquito,모기,комар,蚊子,шумуул,wen2 zi,
,ve010,ve3,louse,이(벌레의 일종),вошь,虱子(头发上起虱子了的+),бөөс,shi1 zi (tou2 fa shang4 qi3 shi1 zi le de +),
,ve011,ve3,"housebug, bedbug",빈대,клоп,臭虫,бясаа,chou4 chong2,
,ve012,ve3,flea,벼룩,блоха,跳蚤,нохой бөөс,tiao4 zao3,
,ve013,ve1,snake,뱀,змея,蛇(毒蛇的+),могой,she2 (du2 she2 de +),
,ve014,ve3,pit viper,살모사,восточный щитомордник,蝮蛇,загалмайт могой,fu4 she2,
,ve015,ve3,lizard,도마뱀,ящерица,蜥蜴'/爬山虎,гүрвэл,xi1 yi4 /pa2 shan1 hu3,
,ve016,ve1,frog,개구리,лягушка,蛙(青蛙的+),мэлхий,wa1 (qing1 wa1 de +),
,ve017,ve3,tree frog,청개구리,"древесная лягушка, квакша",青蛙,ногоон мэлхий,qing1 wa1 ,
,ve018,ve3,tortoise,거북이,черепаха,乌龟,яст мэлхий,wu1 gui1 ,
,ve019,ve3,dragonfly,잠자리,стрекоза,蜻蜓,соно,qing1 ting2 ,
,ve020,ve3,cricket,귀뚜라미,сверчок,蟋蟀,тэмээлзгэнэ,xi1 shuai4 ,
,ve021,ve3,grasshopper,여치,кузнечик,蝈蝈,дэвхрэг,guo1 guo,
,ve022,ve3,locust,메뚜기,саранча,蚂蚱,царцаа,ma4 zha,
,ve023,ve3,centipede,지네,многоножка,蜈蚣,жаран хөлт,wu2 gong1 ,
,ve024,ve3,earthworm,지렁이,дождевой червь,蚯蚓,чийгийн улаан хорхой,qiu1 yin3 ,
,ve025,ve3,maggot,구더기,личинка,蛆虫,ялааны өт,qu1 chong2 ,
,ve026,ve3,silkworm,누에,шелковичный червь,蚕(动物的+),хүр хорхой,can2 (dong4 wu4 de +),
,ve027,ve3,cocoon,고치(누에+),кокон,茧儿(蚕茧的+),хүр хорхойн үүр,jian3r (can2 jian3 de +),
,ve028,ve3,moth,나방,ночная бабочка,蛾子,хивэн хорхой,e2 zi,
,ve029,ve3,bacteria,세균,бактерия,细菌,бактери,xi4 jun1 ,
,ve030,ve3,mold,곰팡이,плесень,霉菌,хөгц,mei2 jun1 ,
,vv001,vv2,plant,식물,растение,植物,ургамал,zhi2 wu4 ,
,vv002,vv1,tree,나무,дерево,树(大树的+),мод,shu4 (da4 shu4 de +),
,vv003,vv1,birch,자작나무,берёза,桦树/白桦,цагаан хус,hua4 shu4 /bai2 hua4,
,vv004,vv2,black birch,검정 자작나무,чёрная берёза,黑桦,хар хус,hei1 hua4 ,
,vv005,vv1,pine (tree),소나무,сосна,松树,нарс,song1 shu4 ,
,vv006,vv1,willow,버드나무,ива,柳树,бургас/уд мод,liu3 shu4 ,
